-24.50	10.19	-27.37
-30.00	19.37	-17.00
-31.56	25.37	-6.06
-29.75	27.50	6.25
-19.00	29.37	23.75
-7.56	26.06	32.19
-3.50	20.19	37.38
-2.37	12.75	40.88
3.87	7.56	41.56
3.56	5.00	42.00
1.25	0.19	42.00
-5.69	-4.56	40.00
-13.38	-12.69	38.00
-16.37	-17.06	33.88
-20.88	-20.06	29.87
-27.06	-22.69	22.19
-30.37	-26.00	8.38
-31.56	-26.00	2.00
-31.87	-24.87	-5.69
-30.75	-19.37	-15.38
-29.75	-12.00	-22.37
-29.25	-9.00	-24.06
-27.37	-4.06	-27.37
-26.00	0.69	-29.00
-24.06	1.37	-29.75
-22.19	4.37	-31.06
-20.75	8.75	-31.87
-16.69	13.00	-32.25
-9.25	18.19	-31.87
3.25	22.00	-31.06
7.00	22.69	-31.87
5.37	20.50	-32.25
1.69	19.25	-34.00
-5.69	16.00	-32.25
-11.56	13.50	-33.88
-16.75	8.69	-33.50
-22.25	5.06	-31.56
-26.37	5.37	-29.19
-24.19	9.75	-28.75
-26.37	12.06	-25.88
-28.56	16.50	-23.06
-29.00	22.37	-15.38
-28.25	26.50	-11.75
-23.75	27.75	-13.50
-23.69	28.56	-15.88
-20.00	26.06	-22.00
-20.00	17.25	-28.50
-18.87	26.00	-23.56
-13.00	29.00	-24.37
-1.19	24.87	-30.50
12.88	20.75	-32.88
16.19	18.25	-30.50
16.75	19.19	-28.87
16.75	20.37	-28.06
19.37	20.00	-28.06
19.75	21.06	-27.25
19.37	27.06	-21.56
20.19	21.50	-24.87
20.88	18.87	-27.25
21.56	18.87	-26.50
19.75	21.87	-26.87
18.25	25.56	-24.37
15.00	28.06	-24.87
16.06	24.06	-27.25
12.37	28.06	-24.87
10.88	30.00	-24.00
8.69	35.56	-16.50
6.87	40.00	-5.06
3.56	40.25	3.75
-2.75	39.19	12.56
-2.69	36.50	17.00
1.00	36.06	15.38
2.50	37.25	15.50
2.19	37.25	17.00
-2.25	35.50	20.19
-6.25	34.00	21.00
-4.19	31.00	27.06
2.19	30.25	26.69
6.56	31.37	25.06
7.69	23.19	32.75
11.75	25.75	29.06
15.88	25.06	28.25
20.69	22.87	25.88
28.38	15.50	23.56
32.88	12.06	22.37
33.19	14.69	20.69
31.56	9.88	25.19
38.25	6.19	16.19
39.00	6.56	15.50
38.25	1.37	16.69
34.56	-2.19	21.56
29.75	-21.50	17.06
30.50	-23.69	9.69
30.50	-25.88	2.06
29.75	-26.69	-6.75
20.88	-29.19	-18.19
24.25	-28.56	-12.06
25.37	-31.37	-5.69
17.87	-33.25	-14.06
7.56	-31.87	-23.06
2.75	-31.37	-25.88
-2.00	-29.06	-27.06
-9.00	-26.56	-29.87
-13.00	-17.25	-35.19
-13.38	10.38	-36.00
-18.19	0.06	-36.75
-13.00	-10.25	-36.38
-4.50	-26.19	-30.69
8.38	-36.25	-15.38
15.88	-35.56	-9.19
23.19	-31.87	-9.69
27.25	-27.25	-9.19
29.56	-22.50	-15.75
29.56	-19.19	-18.69
25.19	-11.00	-30.37
21.19	-8.00	-32.00
11.19	-2.75	-38.19
-0.56	0.50	-39.00
-9.00	-6.06	-37.88
-12.69	-13.06	-35.50
-19.00	-14.56	-32.19
-15.25	-14.06	-34.75
-17.37	-13.25	-35.56
-17.75	-6.69	-36.38
-18.06	10.25	-33.50
-0.37	16.56	-36.00
8.06	4.50	-38.00
17.75	1.87	-34.75
14.87	-9.19	-35.56
8.00	3.50	-39.56
1.19	11.19	-38.75
-6.06	14.87	-35.56
-12.75	19.37	-33.06
-18.69	27.06	-22.19
-23.38	31.50	-12.56
-26.25	31.50	-0.88
-27.50	29.25	6.37
-28.50	25.56	13.25
-28.06	23.69	16.50
-28.06	25.19	14.75
-24.00	28.50	16.19
-21.75	30.37	9.69
-23.56	32.19	-8.50
-15.06	18.69	-32.19
-8.88	-0.25	-38.69
-5.75	-11.50	-38.25
-2.50	-14.50	-37.50
2.25	-12.56	-37.88
8.56	-10.38	-36.69
10.75	4.75	-36.69
7.50	7.69	-36.25
12.25	-6.19	-35.50
19.69	-21.06	-25.50
21.50	-31.37	-11.00
19.56	-34.25	-1.69
18.75	-36.19	8.00
16.69	-35.06	15.19
14.87	-27.56	24.87
20.06	-20.37	28.06
27.75	-9.25	25.69
31.50	2.56	23.69
33.75	8.50	16.00
35.88	12.19	10.75
37.38	11.38	4.37
39.25	8.88	0.75
40.38	-0.69	-0.88
38.19	-1.87	-13.38
30.37	3.25	-25.06
24.06	14.06	-29.19
19.25	24.00	-23.87
19.25	32.50	-11.75
25.25	29.87	-7.37
33.38	21.06	-6.50
39.56	3.69	-5.69
33.88	-14.06	16.00
35.69	-11.38	14.00
38.19	-9.50	-4.00
34.75	-13.56	-14.87
24.06	-16.50	-27.75
17.56	-18.37	-31.06
13.38	-18.75	-32.69
10.06	-16.87	-34.75
-2.06	-8.00	-39.06
-11.00	-3.56	-37.50
-21.69	-0.25	-34.69
-26.06	2.25	-30.69
-33.50	4.87	-23.38
-34.50	9.56	-20.56
-29.69	14.75	-23.38
-23.50	18.56	-28.25
-16.50	21.19	-29.75
-8.25	18.19	-36.25
-4.19	10.75	-38.75
0.19	-1.75	-40.00
5.75	-22.06	-32.38
8.06	-33.50	-21.87
11.69	-36.25	-13.06
18.00	-34.00	-11.38
24.69	-31.37	-10.19
24.25	-19.75	-25.50
16.69	-19.50	-32.00
10.00	-13.19	-36.38
3.25	4.50	-38.38
-8.56	29.00	-26.25
-11.56	32.69	-21.06
-13.00	24.19	-30.00
-14.50	23.06	-29.87
-20.06	27.87	-22.69
-15.56	27.19	-27.06
-4.50	18.00	-38.06
6.56	-6.50	-39.19
25.06	-12.37	-29.87
33.56	-14.19	-18.56
30.56	-21.19	-11.69
28.38	-29.00	-2.87
20.25	-34.88	0.37
14.69	-37.06	-4.50
7.69	-36.50	-10.56
2.50	-36.19	-17.37
-2.69	-31.00	-25.06
-0.75	-28.00	-27.56
1.75	-27.25	-28.69
3.25	-29.06	-27.87
7.25	-29.06	-26.69
16.56	-29.50	-21.50
19.50	-31.75	-16.19
17.69	-33.19	-15.75
17.25	-33.50	-12.19
21.00	-32.75	-7.69
25.06	-32.56	-3.69
23.56	-31.75	1.87
29.50	-26.56	9.19
34.69	-18.50	8.38
39.50	-10.38	0.50
38.69	-9.19	3.56
33.06	-13.25	19.25
18.75	-25.50	23.25
9.06	-39.25	2.50
1.69	-40.38	-2.37
0.69	-28.50	27.00
6.56	-12.37	37.56
-11.88	-1.69	38.00
-17.75	-7.56	35.25
12.50	-18.25	32.75
27.25	-15.06	25.19
28.00	-19.19	20.69
32.75	-21.37	12.69
30.25	-25.37	13.88
13.50	-27.19	25.56
-3.75	-31.37	23.50
-16.06	-28.69	22.75
-23.75	-30.25	11.88
-25.88	-27.75	15.56
-27.37	-26.69	12.75
-26.25	-26.25	16.75
-27.06	-27.00	14.25
-28.19	-28.19	9.88
-16.69	-35.06	11.56
-16.37	-29.56	23.38
-21.87	8.06	32.56
-25.56	1.37	31.06
-25.88	-13.25	26.25
-30.00	-10.38	25.75
-14.50	-1.87	38.38
-9.25	-0.37	40.00
-7.19	1.06	40.38
-6.50	14.69	37.56
-6.75	16.56	35.50
-5.25	19.19	34.75
-18.25	18.75	30.69
-16.06	18.06	32.25
-13.75	12.19	36.75
-13.75	7.69	37.06
-15.25	5.25	35.56
-20.50	1.19	35.50
-24.56	-6.19	30.69
-29.00	-3.56	29.06
-33.06	-4.37	23.87
-36.38	-9.38	16.19
-33.75	-17.19	11.38
-29.69	-23.06	11.38
-24.25	-25.25	14.06
-24.69	-27.25	12.06
-24.25	-28.69	4.50
-21.25	-31.00	-11.69
-19.87	-25.37	-21.37
-18.00	-14.69	-31.06
-18.75	-11.38	-31.06
-21.25	-10.69	-29.37
-24.25	-12.06	-27.00
-28.75	-13.56	-21.69
-30.56	-12.50	-21.75
-32.75	-10.25	-21.00
-34.56	-6.19	-19.00
-36.88	0.75	-17.75
-37.25	4.06	-15.38
-38.69	3.75	-13.75
-40.06	4.87	-7.69
-39.25	11.50	6.37
-36.00	14.00	16.00
-31.56	16.56	21.25
-24.87	16.19	28.50
-13.50	14.75	36.69
6.50	5.25	38.25
12.75	-1.00	37.50
15.69	-5.50	37.00
17.19	-7.37	36.00
20.88	-0.69	34.69
22.37	7.75	34.25
15.38	13.38	34.69
7.56	14.75	37.00
-5.69	3.87	39.50
-10.88	-2.75	39.56
-16.37	-12.75	35.50
-17.87	-18.69	31.50
-26.75	-24.56	18.06
-32.38	-23.50	2.87
-34.56	-11.00	-16.06
-34.56	1.06	-22.56
-30.56	17.75	-19.69
-29.37	23.25	-17.69
-26.50	28.87	-11.19
-25.37	32.19	-3.19
-24.69	31.50	8.38
-16.50	21.50	31.37
-8.38	16.00	36.56
1.87	13.38	38.19
17.75	11.50	34.69
35.19	9.00	18.69
39.25	2.56	11.75
41.06	-0.69	4.19
40.75	-2.50	0.50
40.38	-5.87	-6.25
38.88	-8.75	-10.25
37.38	-11.69	-14.00
32.88	-13.19	-17.19
29.87	-15.06	-19.19
28.06	-17.69	-19.69
22.50	-22.19	-19.25
18.06	-27.37	-17.69
10.19	-36.00	-7.56
8.06	-37.75	0.06
4.37	-37.06	9.19
-0.06	-33.06	21.25
0.37	-24.25	31.00
0.56	-8.25	38.19
0.25	-2.50	40.19
1.37	-8.25	38.06
-0.06	-21.87	32.06
-3.75	-38.69	5.19
-2.25	-37.19	-11.25
2.50	-29.00	-25.50
10.19	-15.00	-35.50
22.06	8.25	-30.69
28.38	17.19	-21.06
32.75	19.69	-8.19
35.00	18.19	1.50
36.00	10.50	14.25
33.50	1.87	20.00
29.00	-9.19	23.19
21.87	-15.50	25.19
22.87	-21.50	20.25
27.69	-20.69	17.56
31.00	-16.25	18.37
30.25	-17.25	20.25
30.25	-12.56	23.06
30.25	-9.25	23.87
31.75	-7.06	23.50
30.56	-6.00	24.69
29.87	-3.75	25.88
22.06	-3.75	33.19
14.75	-2.75	36.38
8.38	-3.87	38.00
6.56	-6.69	38.88
4.37	-7.06	39.75
2.56	-8.19	38.88
0.19	-4.06	41.37
-1.06	3.56	40.88
4.75	19.87	35.69
8.75	25.19	30.88
14.75	27.25	26.75
16.69	29.06	22.75
17.75	20.69	30.06
16.37	2.19	37.25
8.19	-15.50	36.88
-6.56	-30.25	27.37
-18.00	-37.25	6.50
-21.69	-34.25	-3.19
-25.37	-30.25	-6.75
-28.75	-25.50	-12.88
-30.56	-16.87	-20.88
-30.19	-9.56	-24.87
-27.25	-4.37	-28.69
-24.00	-0.69	-32.25
-22.50	-1.37	-31.87
-29.75	-5.06	-26.25
-34.25	-7.00	-19.75
-36.19	-11.38	-13.25
-35.75	-16.56	-5.69
-32.75	-19.19	14.87
-24.00	-12.06	31.00
-11.00	-2.87	39.75
-4.00	-2.19	39.75
4.87	0.69	40.56
14.06	4.50	37.75
20.75	2.56	33.25
26.69	-0.56	29.25
28.19	-11.00	25.25
27.75	-16.75	23.69
24.75	-23.87	20.06
22.06	-29.75	16.37
15.00	-33.50	15.69
8.25	-35.56	14.38
0.19	-36.00	17.69
-5.25	-35.56	18.50
-10.88	-31.87	20.88
-16.00	-25.69	26.06
-16.50	-20.50	28.87
-14.00	-16.19	31.75
-9.88	-13.19	35.75
-11.88	-13.50	34.56
-17.37	-14.69	33.38
-17.37	-18.69	31.06
-14.06	-25.25	27.00
-6.06	-34.88	19.75
5.69	-34.88	17.75
18.87	-31.25	18.50
26.56	-21.00	22.87
23.25	-4.00	31.37
17.50	3.06	36.19
11.19	6.75	38.19
5.25	10.50	37.38
-4.37	7.87	39.00
-11.69	4.87	37.75
-16.06	1.19	37.50
-20.06	-3.06	34.69
-24.69	-11.00	29.50
-26.06	-17.56	24.87
-23.38	-24.56	21.25
-19.00	-29.75	18.87
-10.88	-36.88	10.38
-10.50	-39.00	-0.25
-16.06	-33.50	-14.87
-17.19	-19.50	-31.00
-16.37	-3.56	-35.06
-8.25	1.69	-37.88
-12.75	0.56	-35.50
-13.75	-0.06	-35.88
-14.56	-2.69	-35.50
-0.88	-14.56	-34.25
12.75	-13.06	-31.87
21.69	-14.56	-25.00
28.69	-11.19	-23.38
36.75	-10.50	-12.50
39.69	-5.56	-4.56
40.38	1.75	2.19
38.50	8.75	8.56
32.25	16.87	15.50
27.75	20.88	19.75
29.37	18.69	20.69
35.19	12.37	14.69
39.69	-0.37	0.06
35.69	-13.69	-13.50
17.87	-24.37	-25.56
-10.06	-27.00	-26.87
-38.88	-6.06	-10.00
-38.88	13.88	0.50
-31.75	25.00	9.25
-23.25	27.19	18.56
-22.56	26.00	23.75
-28.87	22.25	19.69
-36.69	16.00	13.25
-39.56	6.37	14.87
-33.00	6.87	25.00
-17.25	25.00	27.75
-10.69	35.69	16.69
-4.25	40.88	3.87
3.06	40.50	-3.50
18.19	36.50	-6.25
26.00	31.37	-3.50
31.19	22.87	12.56
17.19	6.56	36.00
-17.00	-16.00	32.38
-32.56	-19.37	15.19
-32.19	-24.50	3.19
-24.06	-32.25	-8.50
5.75	-33.75	-23.25
24.25	-27.87	-16.37
35.00	-21.56	-1.19
32.00	-16.06	18.50
16.50	-2.69	35.50
5.75	3.25	37.88
-6.37	9.88	36.69
-17.50	19.50	29.56
-25.19	29.37	12.25
-24.50	32.75	1.06
-19.69	36.06	-2.50
-9.69	39.25	1.06
6.19	37.88	10.25
15.75	31.56	16.25
24.75	20.56	22.75
26.56	7.56	29.19
8.06	-5.25	38.88
-6.69	-5.69	39.69
-17.37	-2.69	36.56
-26.87	3.56	29.75
-34.25	16.50	16.37
-34.25	22.00	6.37
-34.69	23.06	2.87
-35.75	21.19	-5.56
-36.19	13.75	-13.19
-39.06	1.56	-12.50
-38.69	-8.69	-7.69
-38.69	-14.25	8.75
-29.50	-9.50	28.87
-30.06	4.19	28.06
-37.88	10.06	12.00
-40.06	9.69	4.00
-40.88	2.25	-2.37
-37.50	-15.75	-8.88
-27.19	-26.06	-13.25
-22.69	-30.88	-14.50
-22.00	-31.25	-12.06
-31.19	-25.06	10.25
-33.06	-9.75	24.75
-21.19	1.06	36.06
-10.88	5.19	38.50
2.75	1.56	40.88
7.19	-2.50	39.69
11.25	-5.75	37.69
15.00	-7.37	34.06
19.50	-7.75	31.25
23.56	-7.00	31.25
27.19	-4.00	27.69
28.69	-1.37	26.50
15.38	-1.50	38.19
2.50	3.56	40.19
-9.19	12.00	37.38
-21.00	16.50	31.37
-36.88	4.19	19.00
-28.69	-0.50	30.25
-6.25	10.88	38.38
11.06	22.69	30.56
21.75	27.19	22.19
32.50	17.50	17.00
34.69	11.38	18.56
36.56	7.25	18.25
37.25	3.56	17.00
35.75	-2.69	19.06
36.56	-6.69	16.19
37.69	-10.75	12.56
35.38	-17.00	11.38
30.19	-24.75	12.56
26.06	-30.50	8.19
18.00	-33.75	11.00
8.06	-37.50	13.75
1.69	-34.06	19.50
-0.19	-32.19	23.56
-2.37	-30.37	26.00
-5.69	-28.56	27.19
-8.69	-29.19	25.50
-11.69	-31.50	22.25
-14.56	-29.56	23.87
-21.19	-25.88	23.50
-27.87	-20.00	21.56
-35.69	-12.25	13.88
-39.69	-6.37	6.00
-40.06	-1.37	-2.00
-40.50	3.37	-5.75
-39.75	3.37	-7.00
-37.56	3.37	-15.50
-31.25	3.06	-25.50
-22.50	-0.56	-32.75
-18.75	-3.50	-34.75
-22.50	-4.56	-32.00
-30.56	-11.69	-23.56
-32.75	-16.37	-15.56
-31.00	-24.87	-10.69
-28.75	-28.25	-3.87
-26.50	-29.69	9.38
-13.25	-18.00	34.25
4.06	-6.50	39.56
7.75	-5.75	40.00
14.38	3.50	38.38
24.69	10.50	30.25
25.25	6.37	32.06
23.19	-0.19	32.00
20.50	-6.19	34.38
24.25	-5.00	32.38
26.50	-5.75	30.37
28.69	-3.19	29.56
32.38	0.19	25.19
37.19	10.19	15.88
36.75	14.19	10.25
35.69	16.00	9.88
36.06	10.75	17.56
32.75	0.75	24.00
34.19	-1.69	24.00
30.50	-12.75	24.75
27.56	-19.75	23.19
26.00	-23.19	21.19
28.87	-20.50	19.87
34.88	-8.00	20.37
35.06	2.00	21.19
30.00	13.06	24.75
21.00	21.37	25.56
5.00	28.00	28.50
-8.69	27.25	28.06
-21.19	18.87	30.06
-25.37	4.87	31.56
-20.56	-19.37	28.75
-11.50	-29.75	24.87
1.50	-35.00	21.25
10.69	-34.56	18.50
9.19	-33.69	21.69
-7.37	-33.69	21.69
-27.00	-22.69	20.00
-33.25	1.19	22.50
-21.06	21.19	27.25
-4.19	24.87	31.19
-1.19	25.00	32.00
3.19	22.75	32.75
10.19	17.56	35.19
17.87	1.06	34.88
19.37	-7.69	34.38
17.19	-16.56	31.56
10.50	-24.75	28.00
5.25	-29.87	26.75
1.56	-31.37	24.37
-2.50	-29.56	27.56
-2.50	-25.88	29.19
0.37	-21.37	32.38
2.69	-19.50	34.06
1.19	-22.75	31.19
-1.37	-30.19	24.37
2.69	-34.75	20.69
-2.50	-39.06	7.19
-4.00	-39.50	-8.50
-8.19	-38.25	-8.69
-12.56	-37.19	-7.06
-19.19	-35.38	-7.87
-23.25	-31.00	-11.56
-29.19	-23.56	-16.37
-31.75	-17.56	-18.37
-28.87	-6.56	-27.25
-26.56	-2.87	-30.06
-27.69	-2.75	-28.87
-32.19	-6.06	-25.69
-33.88	-9.38	-19.25
-33.56	-10.50	-18.87
-32.88	-9.00	-20.88
-31.37	-9.38	-22.06
-32.50	-12.37	-20.19
-34.38	-12.69	-14.87
-38.75	-12.00	-7.25
-38.75	-15.69	0.75
-31.25	-26.06	4.75
-31.25	-24.87	10.38
-22.75	-27.19	20.50
-28.75	-27.19	11.19
-36.50	-18.69	-6.87
-38.25	-4.00	-17.69
-31.69	17.06	-20.06
-19.06	27.50	-20.50
-12.75	33.88	-17.69
-3.50	33.19	-20.50
1.25	33.56	-18.56
6.87	34.69	-17.00
11.56	35.06	-13.38
13.19	35.06	-11.38
9.06	36.19	-11.38
3.25	37.69	-10.19
-3.37	38.06	-9.69
-14.50	35.75	-8.88
-21.50	32.19	-10.50
-25.88	25.19	-16.87
-28.56	19.25	-20.50
-28.50	10.75	-27.00
-27.19	5.50	-28.56
-22.37	0.37	-32.75
-19.06	-4.75	-34.75
-11.25	-12.88	-35.50
-5.25	-15.19	-36.00
0.88	-15.75	-35.50
4.25	-14.38	-35.50
15.50	-10.69	-34.00
21.37	-2.56	-31.50
20.19	4.06	-33.50
25.37	9.50	-27.87
20.56	14.69	-29.87
17.00	23.69	-25.88
14.06	21.50	-29.50
12.88	21.06	-29.06
13.25	1.50	-36.25
10.69	-37.38	-2.06
17.25	-30.37	15.69
23.25	-21.50	24.19
25.00	-12.25	29.00
16.50	-14.87	31.69
-4.75	-20.37	34.19
-18.75	-26.00	24.56
-31.69	-24.06	14.06
-32.69	-21.87	-12.25
-16.56	-23.00	-27.56
4.75	-9.69	-35.38
11.88	-4.50	-35.19
12.25	-5.25	-34.69
5.56	-4.06	-37.50
-5.69	1.00	-38.50
-18.69	-5.50	-33.56
-17.25	-33.88	-13.06
-2.50	-40.06	1.37
11.25	-36.75	10.56
18.56	-29.75	17.75
33.75	-15.06	11.75
37.06	-13.88	3.37
32.25	-5.37	-21.50
38.19	-1.69	-10.19
39.25	6.75	-5.00
25.56	23.00	-22.25
25.25	25.56	-18.56
15.00	23.75	-29.50
-10.88	27.06	-27.56
-12.37	31.50	-22.75
-15.00	30.00	-21.06
-20.50	26.69	-21.50
-37.88	15.38	-8.69
-34.75	20.19	-10.75
-36.56	19.37	4.06
-24.19	20.50	27.00
-5.25	30.88	25.75
21.75	34.19	-5.06
27.69	5.06	-30.00
26.56	-2.25	-28.38
32.19	-11.19	-20.37
35.50	-20.06	-0.25
32.19	-22.69	-8.38
22.87	-31.87	1.69
0.37	-39.69	3.25
-27.56	-29.06	-0.25
-32.75	-23.50	-4.37
-34.56	-18.69	-9.88
-31.25	-23.19	-12.37
-22.06	-29.75	-14.38
-19.06	-33.50	-10.75
-19.06	-33.06	14.06
-9.50	-29.37	27.00
7.06	-17.19	35.50
19.69	-13.88	30.25
30.37	-7.56	24.69
34.75	-6.87	18.19
39.25	-5.75	6.69
40.75	0.06	-0.50
38.88	3.06	-9.00
38.50	10.38	-9.38
36.69	11.88	-13.75
26.25	23.00	-18.56
18.87	32.25	-16.56
10.00	35.75	-18.56
0.00	33.88	-15.00
-10.00	36.19	-9.06
-19.00	34.00	-3.69
-17.75	32.19	-12.56
2.06	38.38	5.06
17.56	37.00	1.75
32.38	24.00	0.25
35.38	8.75	-15.75
32.38	-18.06	-12.19
35.69	-15.56	9.00
27.00	-20.75	21.37
35.06	-14.87	9.75
-15.19	-14.56	33.50
9.69	-11.25	35.56
8.25	-12.00	36.75
-1.00	-1.69	39.25
-13.88	4.25	37.19
-36.06	10.50	15.50
-39.06	11.56	8.38
-39.25	11.56	4.75
-22.00	26.00	-20.50
-30.69	16.75	-21.37
-37.38	10.75	-11.38
-32.19	4.19	-23.00
-32.56	5.25	-23.38
-20.37	-3.56	-34.25
-12.56	-4.00	-37.19
0.69	-12.06	-36.75
-1.56	-31.25	-24.00
9.88	-25.88	29.37
21.00	-19.87	26.56
23.56	-12.88	29.75
26.87	-10.00	28.56
28.00	-18.50	21.37
31.25	-23.69	1.37
24.69	-24.87	-16.69
21.37	-10.06	-32.38
-12.06	-15.69	-34.38
-16.19	-22.69	-28.38
7.37	-16.69	-34.38
16.25	-9.00	-35.19
21.37	-7.50	-32.75
20.69	-34.06	-4.56
20.50	-32.38	13.19
25.88	-23.38	20.00
32.69	-15.19	17.00
33.69	-22.19	2.87
31.87	-19.87	-14.75
30.00	-6.69	-26.00
29.69	2.75	-25.50
23.38	5.00	-31.69
14.87	16.50	-33.25
14.19	20.56	-31.69
14.19	21.25	-30.88
7.19	25.69	-29.19
1.56	29.75	-26.87
-8.69	31.25	-23.19
-19.75	32.38	-14.50
-27.56	28.00	-4.75
-29.37	26.50	-4.00
-31.25	25.00	4.00
-32.69	18.69	13.88
-40.06	10.19	-5.25
-25.69	6.50	-30.19
-8.69	-4.19	-37.88
13.00	-18.56	-32.25
20.37	-34.50	-5.37
33.25	-17.06	14.56
38.75	-9.00	2.56
39.19	-8.56	3.37
37.00	-10.88	-10.56
36.56	4.00	-17.00
34.38	8.38	-18.25
29.87	6.87	-25.37
30.25	25.69	-4.06
26.50	28.25	3.37
29.06	26.50	5.75
30.56	25.25	-0.88
32.75	20.56	-10.88
39.50	6.50	-5.75
39.69	5.00	5.06
37.50	8.38	11.75
33.38	15.00	17.00
29.00	23.19	10.25
30.06	22.00	15.06
33.75	20.19	3.06
36.38	18.00	-3.25
33.75	20.88	-10.19
29.56	22.37	-16.19
29.56	21.19	-19.75
35.19	16.69	-15.38
37.75	16.69	-10.06
34.75	18.19	-10.88
